,artist_name,popularity,track_id,track_name,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
659,XXXTENTACION,73,1Znlc3UZAbSodFaMBjdpsX,love yourself (interlude),0.674,0.746,48423,0.338,0.000375,11,0.529,-13.472,0,0.109,120.053,4,0.469
660,Leon Bridges,72,1Omt5bfz1tZUCqd26HxbS0,Beyond,0.229,0.58,240600,0.687,0.0,6,0.109,-5.4,1,0.106,76.014,4,0.187
661,Alessia Cara,74,003eoIwxETJujVWmNFMoZy,Growing Pains,0.0822,0.353,193680,0.755,0.0,1,0.39,-6.276,0,0.733,191.153,4,0.437
662,Lost Kings,74,4mEILaBM7bKZqKAun5tABu,When We Were Young,0.00871,0.547,193911,0.789,0.0,8,0.1,-5.619,1,0.042,129.916,4,0.345
663,Billy Currington,70,446Jufq5oOCwOSXbkqq5yD,Bring It On Over,0.00385,0.705,182133,0.761,0.0,0,0.186,-4.579,1,0.0298,99.986,4,0.819
664,Kane Brown,67,0y4CZzUZKjays43Cw0AtRs,Good as You,0.4,0.634,192053,0.516,0.0,8,0.142,-6.05,1,0.0373,153.831,4,0.769
665,Luis Fonsi,82,3ao3OVxHlb3C08vAaApUlm,Imposible,0.122,0.786,163880,0.764,0.0,11,0.102,-2.935,1,0.0798,90.979,4,0.913
666,YoungBoy Never Broke Again,69,3hg8SvlMLkm2lT3HXvU6Lf,Astronaut Kid,0.00764,0.738,185992,0.788,0.0,4,0.355,-5.318,0,0.0435,155.078,4,0.307
667,ZAYN,77,7jhlKPpAUqgV1m6AOTO19U,Too Much (feat. Timbaland),0.00434,0.446,185790,0.635,0.000642,0,0.122,-4.476,1,0.0533,89.856,1,0.301
668,YoungBoy Never Broke Again,69,2ulXW6DPrhTDt7ZqqYDdhu,Genie,0.286,0.598,194792,0.605,0.0,7,0.0875,-4.92,0,0.452,159.517,4,0.513
669,Smokepurpp,72,0MHPgpKYfTVml3qEXspnLQ,123,0.196,0.88,170000,0.61,0.0,9,0.105,-5.257,1,0.402,135.993,4,0.383
670,HoodRich Pablo Juan,70,2Y43TDqgnRgVZA7RxtxEV1,We Don't Luv Em (Remix),0.293,0.896,193776,0.615,0.0,6,0.122,-9.326,0,0.326,140.04,4,0.89
671,"Tyler, The Creator",72,74ZovzRxHBvCq5yIwe8boh,OKRA,0.0456,0.589,151027,0.57,1.51e-06,1,0.137,-9.54,1,0.361,136.203,4,0.441
672,XXXTENTACION,73,6rAGFgcGtlIdYxlhDizXNo,SMASH! - feat. PnB Rock,0.153,0.819,109556,0.513,0.0,6,0.138,-9.005,0,0.433,140.032,4,0.607
673,MKTO,74,0ibG3XCJ32Qq9maUY4AViR,How Can I Forget,0.69,0.796,177141,0.53,0.0,8,0.0646,-5.967,1,0.0558,105.031,4,0.754
674,YoungBoy Never Broke Again,68,1k7KigfkZh2Xb6khqV1a0K,Diamond Teeth Samurai,0.00451,0.799,162488,0.659,0.0,10,0.13,-5.593,0,0.272,177.957,4,0.256
675,6LACK,72,1mggAh6xgnKUT6ukw3AU9A,Stan,0.82,0.447,303750,0.341,0.000249,8,0.127,-9.413,1,0.0336,109.091,4,0.174
676,YoungBoy Never Broke Again,69,40XsGSUEEHS0TPSElyCai8,Sky Cry,0.345,0.836,122008,0.629,0.0,1,0.0844,-5.362,0,0.366,144.029,4,0.292
677,Tory Lanez,67,615OfT4BO07EINEcCn7ewH,DucK my Ex (feat. Chris Brown & 2 Chainz),0.0986,0.738,190549,0.76,0.0,0,0.0695,-4.74,1,0.108,80.014,4,0.698
678,Ozuna,77,6NPjHwhEG7eQUQBoPFBrnz,Pasado y Presente,0.129,0.882,221387,0.695,0.00109,0,0.0906,-2.866,1,0.0535,127.989,4,0.97
679,Marshmello,52,0r7sksoznI6LZKvD5vkwGS,Happier - SPENCE Remix,0.156,0.786,195789,0.91,2.84e-05,0,0.0835,-4.178,1,0.0485,113.983,4,0.757
680,Panic! At The Disco,72,5trCWbYtza0QUxdmF9HAPX,One Of The Drunks,0.0426,0.424,198947,0.892,0.0,8,0.711,-3.78,0,0.193,174.008,4,0.762
681,Alina Baraz,72,2vLWF4yFhTHQZVwrPTjH1s,Floating (feat. Khalid),0.81,0.66,174490,0.447,2.15e-06,1,0.11,-9.026,0,0.0482,84.95,4,0.578
682,Bad Bunny,76,49VSioK272TASR4r9vRTuP,Dime Si Te Acuerdas,0.488,0.734,187273,0.598,0.0,1,0.166,-9.084,1,0.0647,131.959,4,0.338
683,Kevin Gates,69,125iOPT2gNyY5ki1FMcWkq,Adding Up,0.349,0.832,206002,0.838,0.0,9,0.27,-2.713,1,0.313,134.966,4,0.528
684,Nicki Minaj,76,38TgLPNHsPzgqri5G4SPun,Majesty (with Labrinth & feat. Eminem),0.313,0.81,295653,0.73,0.0,11,0.105,-5.209,0,0.223,157.003,4,0.568
685,Bazzi,73,5YLHLxoZsodDWjqSgjhBf3,Myself,0.465,0.745,167553,0.561,1.12e-06,9,0.0338,-5.513,0,0.072,195.918,4,0.902
686,Danny Ocean,83,2QmsKag0YaqhAbpR9Nwmpn,Epa Wei,0.233,0.688,208254,0.82,0.0,6,0.091,-4.715,0,0.155,107.833,4,0.804
687,Kevin Gates,68,1uSgMChitkflnriprb8nxD,Servin H,0.141,0.828,224066,0.777,0.0,11,0.149,-4.093,0,0.309,119.981,4,0.754
688,Logic,71,4ut9fdC5ncgcvCo0KaphNY,Thank You (ft. Lucy Rose & The RattPack),0.165,0.598,430427,0.759,1.44e-06,10,0.399,-7.14,1,0.261,159.451,4,0.534
689,Chance the Rapper,71,3PdgIdRXJjgxfOr7slldel,Work Out,0.492,0.678,243180,0.659,0.0,1,0.106,-4.694,1,0.312,173.988,4,0.675
690,Tory Lanez,72,6dnrppGRbt8fie18Lcd9Dd,B.I.D,0.103,0.767,164133,0.689,0.0,10,0.0786,-5.573,0,0.0852,154.957,4,0.555
691,Drake,72,1Tnw0ItH1Macok8gblnPPd,Is There More,0.727,0.698,226907,0.547,0.0,1,0.159,-7.607,1,0.315,83.801,4,0.548
692,Tory Lanez,67,6bMIExEulvwM2X6zsuiYwr,MiAMi (feat. Gunna),0.0196,0.682,244470,0.861,0.0,7,0.114,-3.336,1,0.234,160.052,4,0.394
693,BROCKHAMPTON,72,2c09gumRCmu3qmbcqdQbUN,THUG LIFE,0.274,0.576,122987,0.74,3e-06,0,0.0948,-6.195,1,0.0854,159.959,4,0.37
694,Logic,71,5mJAediEZEv8KKpWxrNIqf,Legacy,0.415,0.665,351840,0.789,0.0,7,0.143,-3.505,1,0.287,87.95,4,0.61
695,Tory Lanez,66,39OsanyhSbUZIYjPPNeeO6,SHE tOLd Me,0.0239,0.438,204427,0.683,0.0,6,0.266,-6.298,0,0.329,149.753,4,0.588
696,Tory Lanez,66,5JJqEJRYd8hBhR7z3IFVgx,IF iT Ain'T rIGHt (feat. A Boogie wit da Hoodie),0.183,0.661,160724,0.788,0.0,9,0.475,-4.383,0,0.186,155.909,4,0.676
697,Tory Lanez,67,6SPYOjTjqvidDI24Hy9lwX,DrIP DrIp Drip (feat. Meek Mill),0.167,0.704,230440,0.798,0.0,10,0.157,-4.476,1,0.0669,155.018,4,0.747
698,Nicki Minaj,72,03It1uO69CjGWP3yyVe465,Chun Swae (feat. Swae Lee),0.0656,0.848,370440,0.421,0.00151,10,0.136,-8.025,0,0.0648,141.01,4,0.212
699,Drake,72,4SUwJA3eUVNHExxMPEUhQe,Ratchet Happy Birthday,0.106,0.657,207307,0.571,0.00121,2,0.0735,-12.519,1,0.14,167.961,4,0.626
700,Tory Lanez,66,0RqAy8W6YmeDrJ4EcWIMTl,CuT me oFF (feat. NAV),0.234,0.691,124154,0.655,0.0,1,0.34,-4.549,1,0.182,139.942,4,0.129
701,Keith Urban,70,567gPvGfxxKoZxDKqM9tEl,Parallel Line,0.202,0.621,253084,0.477,0.0,0,0.215,-5.284,1,0.0334,81.976,4,0.481
702,$uicideBoy$,71,7wPHEEGn0rWMZEDrDcOaDa,Carrollton,0.00221,0.844,203897,0.52,0.00122,5,0.7,-10.626,0,0.533,149.995,4,0.289
703,Danielle Bradbery,70,1kmpcpEK0f56M5dkqNajRk,Goodbye Summer,0.0211,0.551,188556,0.657,0.0,6,0.29,-5.743,1,0.0287,94.969,4,0.695
704,Joji,65,5ZOBvjy3QOGmIjqamE9J32,YEAH RIGHT,0.619,0.672,174358,0.588,0.241,1,0.0992,-9.573,1,0.133,169.033,4,0.204
705,Arcangel,76,7MjaU5iFujwT1gOyvJnqNp,Original,0.0682,0.798,246360,0.487,0.0,1,0.0925,-4.939,1,0.206,151.02,4,0.292
706,Prince Royce,82,6bI00brFpeprqCDqKouEJS,El Clavo - Remix,0.0576,0.789,171338,0.797,0.0,11,0.104,-2.726,0,0.114,162.079,4,0.73
707,Quavo,73,5KDfDLEaGAQ2uyuzsWByVa,SWING (feat. Normani & Davido),0.372,0.76,303889,0.603,0.0,5,0.112,-5.898,1,0.12,97.887,4,0.515
708,Joji,73,77UXyXy6qie0sOtLdEIH4A,Demons,0.416,0.464,176804,0.378,0.0917,2,0.0966,-11.354,0,0.143,164.486,5,0.037
709,Playboi Carti,71,3K6U7TamNyVSWcFH8pCQHX,Love Hurts (feat. Travis Scott),0.0315,0.724,180560,0.45,1.36e-05,4,0.111,-5.763,0,0.0496,140.981,4,0.464
710,88rising,73,3kYARoLSAvt86VFZ55BQcq,Head In The Clouds,0.281,0.516,178023,0.456,1.27e-05,9,0.0847,-9.242,1,0.0397,145.843,4,0.238
711,Carrie Underwood,70,6VcXUV6nNDhFHDxJbtNSWx,Love Wins,0.0112,0.523,228640,0.865,0.0,7,0.153,-4.697,1,0.0989,135.115,4,0.325
712,David Lee Murphy,69,2NEBP8SXEqwZt2PRdPXXuy,Everything's Gonna Be Alright,0.0721,0.764,229573,0.587,6.45e-06,5,0.094,-7.002,0,0.0298,89.98,4,0.494
713,Dan + Shay,71,0uSGTaHms9ceAxb7L6VLrU,All To Myself,0.23,0.651,169612,0.782,0.0,1,0.139,-4.622,1,0.0303,94.94,4,0.619
714,Troye Sivan,76,5mTJcvxRxq3uF5wUjjciDw,Lucky Strike,0.579,0.612,208967,0.694,0.0,2,0.0914,-7.363,1,0.0514,103.031,4,0.564
715,YoungBoy Never Broke Again,69,0B3kEodHfDTWBdqdh6L9d8,Trap House,0.494,0.794,156000,0.834,0.0,4,0.175,-4.353,0,0.343,160.044,4,0.663
716,Daddy Yankee,82,6KuqAtoeVzxAYOaMveLNpH,Dura,0.183,0.791,200480,0.848,0.0,1,0.409,-3.456,1,0.0506,95.0,4,0.828
717,Lenin Ramírez,73,40hjNYfeyudUJU3QHGW0t1,Rolling One,0.619,0.768,243460,0.773,2.1e-06,7,0.213,-3.582,1,0.0325,107.535,3,0.804
718,Russ,72,2qfWkO1ZRcSdeHb1Cb3xIi,Serious,0.132,0.69,188947,0.635,0.0,1,0.362,-7.624,1,0.34,144.065,4,0.569
719,The Chainsmokers,69,7Bvp5JUJiyUrMgvH4DR0wH,Siren,0.36,0.584,174400,0.786,0.0163,4,0.372,-4.319,0,0.133,150.06,4,0.272
720,Rvssian,81,28O1p0bQXH2F6Qn8jBZZR4,Ponle,0.187,0.857,164765,0.772,0.00181,10,0.0851,-4.736,0,0.194,94.028,4,0.589
721,DJ Durel,73,3fEpuoSr8ufvyRR7s2jB3U,Hot Summer,0.0236,0.918,231482,0.632,0.0,1,0.378,-6.979,1,0.278,92.011,4,0.396
722,Keith Urban,69,4pWb8UZ6IPVJA3CPjCNgzq,Coming Home,0.216,0.383,213939,0.703,5.47e-06,4,0.131,-6.988,1,0.228,88.502,4,0.57
723,$uicideBoy$,63,6OB7Xp69uSWA4vDwcKgEDA,HUNG UP ON THE COME UP,0.119,0.905,89208,0.817,0.0,1,0.15,-4.26,1,0.397,140.083,4,0.8
724,Sia,77,5KGTKwOePys7aH4o6EzXEP,I'm Still Here,0.00697,0.437,241910,0.719,3.86e-05,6,0.0765,-4.569,0,0.0376,169.976,4,0.284
725,Joe Weed,67,20V4NEusvQ3tia0Wlg28sI,I Drank I Smoke,0.168,0.96,73822,0.441,0.0,0,0.169,-10.133,1,0.242,131.019,4,0.78
726,Tory Lanez,66,2cRgo1TiPm7SnPvYzvbOLf,TAlk tO Me (with Rich The Kid),0.0606,0.729,184490,0.652,0.0,0,0.0874,-8.487,1,0.0426,159.965,4,0.521
727,Lady Gaga,76,5IXk9TVBuxG87sFrwclBJw,Music To My Eyes,0.392,0.625,199200,0.356,0.00129,2,0.1,-9.044,1,0.0319,114.805,3,0.325
728,Blackbear,72,5RvGALtC711pdju6fnZ7ig,the 1,0.0583,0.571,206875,0.531,0.0,4,0.122,-6.137,0,0.0385,108.075,4,0.439
729,Camila Cabello,77,5HwnezK198pJCEj1l2Adjy,She Loves Control,0.166,0.65,177160,0.758,0.0,2,0.0889,-4.02,1,0.116,94.9,4,0.663
730,XXXTENTACION,73,4zI04ezdmrN0lT2pHykYrd,Pain = BESTFRIEND - feat. Travis Barker,0.536,0.671,101517,0.628,0.151,4,0.12,-5.117,1,0.0273,135.005,4,0.595
731,Wale,70,11QvWp3CsEPd0YLE6xKGyx,My Boy (feat. J. Cole) - Freestyle,0.197,0.814,269658,0.737,0.0,7,0.0954,-4.826,1,0.259,171.687,4,0.461
732,YBN Cordae,69,13K3BqdOYYMepkNQPWL1DZ,Target,0.0114,0.833,142051,0.643,0.0,0,0.0793,-6.992,1,0.372,161.949,4,0.44
733,Tory Lanez,65,7o8xfkcYJs1CPZXWiIFimg,S.w.I.n.G (feat. PnB Rock & Trey Songz),0.235,0.618,278515,0.786,0.0,8,0.441,-4.702,0,0.159,137.999,4,0.579
734,Sugarland,70,7fRruZ12gXGwBs0zXQ6e5V,Babe,0.0187,0.535,215107,0.777,1.62e-06,4,0.136,-3.292,1,0.207,171.72,4,0.664
735,Lil Peep,73,6XCs4lsYShb5M4Lynj69oV,Sunlight On Your Skin,0.0122,0.68,200000,0.597,0.000599,4,0.114,-7.198,0,0.0304,120.052,4,0.3
736,Joji,61,5gNWtBAVZgS4N3oF0BthBi,SLOW DANCING IN THE DARK - Acoustic Remix,0.985,0.34,207549,0.155,0.00029,1,0.0927,-12.741,1,0.0358,138.972,1,0.0804
737,Shoreline Mafia,68,4k0ZX0KlMBEOlTp5vexIrT,Bottle Service,0.113,0.849,156837,0.582,0.0,8,0.152,-6.407,1,0.214,100.049,4,0.516
738,Mac Miller,70,1883mCuSqnfnrWoq8i3myH,Programs,0.0809,0.88,190187,0.569,5.82e-05,10,0.214,-6.517,0,0.221,134.924,4,0.474
739,J. Cole,70,5Lgqu1th1KqlG97OF2gWGe,Window Pain - Outro,0.0607,0.72,286730,0.626,0.0,8,0.0728,-9.351,1,0.397,75.032,4,0.182
740,LANY,78,7GbAp0HKPQW7WnFJAzMoRk,Thru These Tears,0.154,0.711,204516,0.517,0.0,11,0.149,-7.695,1,0.0391,119.945,4,0.294
741,Ozuna,78,1ZBU5DSoYQwaZVgep6pfn2,Supuestamente,0.235,0.746,198587,0.682,0.0,2,0.0911,-4.426,1,0.0706,173.901,4,0.805
742,Joji,71,72Qo3U5apeuv91j9BEqJBM,I Don't Wanna Waste My Time,0.765,0.287,164430,0.234,0.0636,4,0.123,-17.86,1,0.0672,74.454,4,0.121
743,Kiiara,73,0BOEuUKoHdy8in20fG5smd,Messy,0.216,0.893,169324,0.456,0.0,9,0.326,-5.82,1,0.167,108.037,4,0.681
744,Keith Urban,69,1QJvq84l7YcVCyIkGA602c,Never Comin Down,0.00928,0.697,214096,0.82,0.000118,1,0.122,-4.275,1,0.0448,94.995,4,0.815
745,Tory Lanez,65,26URbmR1pY1Fy5ZYdH2bi3,ThE RUn oFF,0.022,0.698,170543,0.796,0.0,11,0.345,-5.411,0,0.188,152.987,4,0.786
746,YoungBoy Never Broke Again,68,3grLWp1ZsXJhpTc6PFS9s2,Love Is Poison,0.0533,0.781,157975,0.593,0.0,1,0.381,-6.038,1,0.281,158.019,4,0.602
747,Tinashe,72,7D8aQaRzoi9Qzz5yerVK5b,Throw A Fit,0.00597,0.888,158757,0.586,0.0365,0,0.153,-6.745,1,0.0604,150.051,4,0.401
748,Lil Mosey,65,64xTxVJPAhlPp2zmARJupJ,That's My Bitch,0.0489,0.695,184615,0.555,0.00101,8,0.113,-8.558,0,0.0697,155.972,4,0.679
749,Shannon Purser,77,0rsDhujEJ73Q7I9bvEljAZ,Sunflower - Movie Version,0.924,0.694,108085,0.0935,0.0,0,0.0958,-13.712,1,0.0438,131.182,4,0.551
750,RM,75,73ipE4lfZ53pvBbJPXkiEK,seoul (prod. HONNE),0.344,0.587,275955,0.664,2.47e-05,0,0.324,-8.63,1,0.0645,99.8,4,0.453
751,DJ Holiday,70,0N9aO27StVncd3rCpMuOpB,2 Seater (feat. Quavo & 21 Savage),0.332,0.887,158797,0.573,0.0,0,0.143,-4.633,0,0.251,133.026,4,0.237
752,Shawn Mendes,76,2IssBpPtHcViZL5vYQNHhA,Like To Be You (feat. Julia Michaels),0.812,0.737,159400,0.451,0.0,2,0.108,-9.405,1,0.229,153.766,4,0.664
753,Martin Garrix,82,7IWTIkiWGWNQyYfOLdMrGD,Burn Out (feat. Dewain Whitmore),0.0156,0.594,200322,0.722,0.0,4,0.0667,-5.751,0,0.0398,127.877,4,0.407
754,James TW,79,1csB4kgdyglOQdH0EyFIqy,Say Love,0.119,0.753,219440,0.457,1.15e-06,1,0.355,-7.533,1,0.0541,84.038,4,0.549
755,Moneybagg Yo,69,4B8T2F8aKcuMW6EmNnbMY9,Wat U On (feat. Gunna),0.029,0.835,163820,0.468,0.0,1,0.245,-6.97,1,0.239,126.072,4,0.401
756,David Guetta,86,33IOhptvC2Qoy2UhjiHXLV,Flames,0.0723,0.609,195000,0.726,8.45e-06,5,0.0895,-4.346,0,0.0414,93.958,4,0.362
757,The 1975,74,06Vthiq8nNDuT5nOcch535,Sincerity Is Scary,0.0495,0.664,225956,0.524,8.18e-06,2,0.075,-5.178,1,0.0283,91.027,4,0.475
758,BTS,74,6aHCXTCkPiB4zgXKpB7BHS,Trivia 承 : Love,0.246,0.761,225698,0.761,0.0,5,0.103,-5.721,0,0.0897,121.972,4,0.483
759,Lauv,75,41CgzGD7xlgnJe14R4cqkL,Paris in the Rain,0.771,0.426,204712,0.408,7.88e-06,3,0.394,-9.419,1,0.0524,76.309,4,0.528
760,The Weeknd,73,5rgnyXr2PXFWsAnPFew077,I Was Never There,0.135,0.324,241067,0.735,4.84e-05,10,0.169,-4.054,1,0.0337,113.923,4,0.169
761,$uicideBoy$,70,6VFKlX5qzxwmIiezqeqNYG,Meet Mr. NICEGUY,0.0087,0.736,146477,0.495,0.299,6,0.208,-8.642,1,0.0443,120.993,4,0.678
762,Lauv,75,4fFfyouye6vrX9o9z4PVMu,Never Not,0.693,0.47,208000,0.221,0.0,5,0.104,-9.243,1,0.0371,133.714,4,0.264
763,Trippie Redd,69,4CWgevZ4xGjy6o5qMPgYR0,Gore,0.00186,0.614,162627,0.66,0.0,9,0.228,-6.016,1,0.0397,141.961,4,0.146
764,Cardi B,70,1vBeIXlzbAieGoDqInav5j,Money Bag,0.107,0.947,229005,0.788,0.000691,10,0.108,-6.138,0,0.124,129.977,4,0.454
765,Shoreline Mafia,68,7IwPwUWJk48IxZZYey8Svc,Heavy,0.0107,0.668,172259,0.623,0.0,0,0.111,-9.298,1,0.446,180.062,4,0.286
766,Fall Out Boy,70,6e13443Ve7RGcAUScTgYtl,The Last Of The Real Ones,0.00599,0.576,230400,0.872,0.0,8,0.188,-5.293,1,0.0471,115.042,4,0.559
767,Kina Grannis,77,7uuEfUMuPeQ7RlSWa0cES2,Can’t Help Falling in Love,0.905,0.266,201933,0.0596,7.07e-05,0,0.132,-18.515,1,0.0363,181.74,3,0.143
768,BTS,75,4eVkn18rN4GguUWOsR6Use,Answer : Love Myself,0.189,0.569,251280,0.793,0.0,1,0.111,-3.749,1,0.0405,108.048,4,0.45
769,Kevin Gates,68,0yDpTj2XaHPTf0JcAo2rko,Shoulda,0.619,0.585,163019,0.756,0.0,8,0.132,-4.19,1,0.425,158.317,4,0.838
770,Bradley Cooper,75,4z2XPrpHz1raJibarWFY7Z,Maybe It's Time,0.798,0.699,159293,0.282,1.23e-06,7,0.0981,-7.65,1,0.0374,79.776,4,0.359
771,Paris,70,2J84DvAAI8ph5DYojk3HPt,GONE (feat. Trippie Redd),0.00107,0.712,190893,0.731,0.0,9,0.219,-4.555,1,0.0335,118.016,4,0.876
772,BROCKHAMPTON,71,6tGwDY47NZVeQ5X83HDK6u,WEIGHT,0.114,0.451,260093,0.746,6.6e-06,9,0.297,-6.78,1,0.187,160.259,4,0.273
773,H.E.R.,70,3LtnXdDD9VFBtHy5kmGILx,As I Am,0.0895,0.547,240360,0.564,1.02e-06,2,0.152,-8.101,0,0.291,81.155,4,0.179
774,Lil Mosey,65,7yVFtG9hbDaCnW26YeS6D6,Trapstar,0.261,0.689,144000,0.663,0.0,7,0.115,-5.686,1,0.0397,159.927,4,0.162
775,Tee Grizzley,69,0KmgnnbSO6Iqye27Rdtv13,2 Vaults (feat. Lil Yachty),0.264,0.921,210000,0.586,0.0,8,0.119,-7.77,1,0.406,96.042,4,0.657
776,Tory Lanez,64,6uWA92SmIMDE3VwiipWixC,YoU ThouGHt WrONg,0.0172,0.693,215177,0.736,0.0,1,0.147,-5.085,1,0.132,76.044,4,0.482
777,Ella Mai,71,4KUR9agGDxQZURJ9liWVHD,Good Bad,0.45,0.814,229387,0.611,0.0,10,0.127,-4.508,1,0.107,101.073,4,0.361
778,Shoreline Mafia,68,64FxpKdU055iIaMDY441Qc,Whuss The Deal,0.155,0.837,195636,0.403,0.000511,2,0.225,-10.053,1,0.33,82.517,4,0.2
779,BROCKHAMPTON,71,7GxBuIJugWanLsYj0mDrFX,BERLIN,0.051,0.716,199013,0.621,0.0,11,0.307,-6.626,0,0.22,142.087,4,0.644
780,Illenium,72,0n30h31bEKiIHXXzPbkdqy,Take You Down,0.511,0.285,221294,0.694,0.000128,11,0.374,-3.358,1,0.0482,170.124,4,0.163
781,Lil Baby,69,2Z9wPJaKys1LAOlcBtjvOU,Throwing Shade,0.0119,0.794,192382,0.447,0.000179,7,0.109,-9.253,1,0.152,139.949,4,0.189
782,Janelle Monáe,68,2EznBGrlmx9wBeYgyDojsA,I Like That,0.0323,0.482,200338,0.453,0.00243,0,0.149,-8.864,1,0.059,134.799,4,0.17
783,Daddy Yankee,82,7lEhOiFtcLXY4P7cuTKuQ8,Zum Zum,0.0622,0.839,235773,0.832,4.59e-06,0,0.282,-2.492,1,0.0531,92.004,4,0.529
784,RM,75,4dF0mDPTlpjThf1mJyK83B,tokyo,0.828,0.447,208937,0.263,0.0049,5,0.118,-13.754,0,0.0342,147.161,4,0.0721
785,Lauren Daigle,69,7bU7C4TEABeeKr8wRBLYja,Love Like This,0.477,0.493,254987,0.401,2.65e-05,9,0.112,-7.105,1,0.0253,98.04,4,0.118
786,BROCKHAMPTON,71,7oYvZtOelvW0mDrcUZ3m67,DISTRICT,0.0515,0.66,211507,0.738,6.32e-06,8,0.211,-6.728,1,0.0786,122.525,4,0.515
787,RM,74,5fCDWDX2Kv9jc1s7nZfzOi,forever rain,0.0307,0.389,271806,0.591,6.53e-05,7,0.392,-8.437,1,0.0622,138.902,4,0.252
788,Logic,70,202RUoPIUYZLyg6VtosWci,Last Call,0.297,0.773,645667,0.825,0.0,8,0.106,-5.473,0,0.338,87.17,4,0.817
789,Sigala,82,0v3BMLcwUmAwyqJaf5997o,Just Got Paid,0.0348,0.732,218250,0.922,0.0,6,0.146,-1.829,0,0.0975,120.033,4,0.589
790,Charlotte Lawrence,72,1MTanOR2Kts7au3HtM0nez,Stole Your Car,0.0729,0.659,215786,0.712,3.04e-05,7,0.367,-5.61,0,0.0782,101.034,4,0.202
791,Ozuna,75,3iIZvct75tkk1CwbqVjsry,Balenciaga,0.0552,0.756,223500,0.436,1.27e-05,11,0.0699,-9.683,0,0.0848,159.992,4,0.34
792,gnash,73,12gnUTEnxL6PYN06RX2Je1,imagine if,0.559,0.906,197364,0.454,0.0,8,0.242,-6.726,1,0.248,92.049,4,0.671
793,J. Cole,69,3rFF7kSm5qBOOPs6ljFgPp,The Cut Off (feat. kiLL edward),0.185,0.74,237295,0.543,0.0,1,0.372,-7.979,1,0.399,78.198,4,0.337
794,SahBabii,69,24W9LlHIfhALtn33zBnnQr,Outstanding (feat. 21 Savage),0.341,0.795,157664,0.59,7e-05,11,0.097,-6.186,0,0.169,151.059,4,0.354
795,BROCKHAMPTON,71,6cgFCTrw2kWwZm7SF7r6Po,HONEY,0.0711,0.745,200347,0.777,1.5e-06,2,0.412,-6.877,1,0.0532,109.978,4,0.217
796,La Adictiva Banda San José de Mesillas,77,45sVRPegWSGpIcsrDoaaCY,En Peligro de Extinción,0.219,0.709,234198,0.483,2.33e-06,0,0.241,-3.734,1,0.0281,123.566,4,0.834
797,YoungBoy Never Broke Again,68,21kV4OQy3uxhXoiLZtWOxz,Black Cloud,0.197,0.77,187301,0.532,0.0,4,0.0909,-7.127,0,0.127,145.037,4,0.132
798,Ayo & Teo,70,61M5HmwouImIew3RNbsPyz,Ay3,0.00515,0.904,195093,0.596,0.0,1,0.152,-6.777,1,0.365,85.036,4,0.485
799,Chelsea Cutler,72,5L40lPxGOtkpCYfaakKJbq,The Reason,0.0996,0.404,184693,0.598,3.29e-05,2,0.303,-8.513,1,0.167,89.949,4,0.348
800,A$AP Rocky,71,3ZYwSDF9knZI0RVlKR4PHC,Bad Company,0.0679,0.901,183809,0.529,0.0,8,0.536,-7.94,1,0.413,144.941,4,0.343
801,Jay Critch,69,4q8JUr4eOWAxVeI4NqWz4s,Ego,0.188,0.833,210432,0.567,0.0,7,0.0999,-5.16,0,0.1,127.995,4,0.203
802,Ozuna,78,5Sv1rKKMX1yl9kfJ2HTluk,Unica - Remix,0.121,0.637,216293,0.868,0.0,9,0.533,-3.19,0,0.0571,174.105,4,0.682
803,NAV,71,1Faq8G2y56A8fRv7HsLq25,Wanted You (feat. Lil Uzi Vert),0.229,0.797,228387,0.731,0.0,9,0.224,-4.443,0,0.0479,146.93,4,0.623
804,LANY,76,3D110t9ctcoOoylXsc3iR8,Thick And Thin,0.059,0.697,212002,0.551,0.0,5,0.0762,-6.179,0,0.0282,99.996,4,0.339
805,Quavo,71,4CSJ8Fd00PgZaDIRrOGWMA,BUBBLE GUM,0.0942,0.795,196587,0.783,0.0,11,0.124,-3.166,0,0.306,76.005,4,0.81
806,Loote,73,3PWKPX3YJAHBL8JozsWTMC,Your Side Of The Bed,0.0649,0.781,197147,0.742,0.0,8,0.293,-4.978,1,0.0296,109.915,4,0.91
807,ODESZA,71,6jKVU3e0gnQLj3iifJBvVN,Loyal,0.00523,0.497,207827,0.925,0.781,2,0.222,-4.489,1,0.0745,139.961,4,0.262
808,NAV,70,45pufTUf5x1CWEyXJxGdA6,Freshman List,0.13,0.744,186853,0.568,0.0,11,0.11,-8.08,1,0.32,172.047,4,0.371
809,YG,70,4QL6NHf6sl3Sx58AFKc1GQ,POWER (feat. Ty Dolla $ign),0.0113,0.932,172893,0.486,0.0,1,0.101,-7.965,1,0.0671,100.014,4,0.413
810,Drake,71,09lmraDvzBT3pUQ2rUtJzK,March 14,0.406,0.558,309560,0.415,0.0,10,0.36,-7.355,0,0.358,127.096,4,0.317
811,Nicki Minaj,72,2qsQ8eVDPmobZpvDxQCVQu,Barbie Tingz,0.0849,0.917,191700,0.689,0.0,6,0.603,-6.225,1,0.264,102.414,4,0.443
